tick	day	month	year	population	births	deaths	deaths_starvation	deaths_old_age	deaths_bycatch
48	1	1	1	2000	0	0	0	0	0
96	2	1	1	2000	0	0	0	0	0
144	3	1	1	2000	0	0	0	0	0
192	4	1	1	1999	0	1	1	0	0
240	5	1	1	1999	0	1	1	0	0
288	6	1	1	1999	0	1	1	0	0
336	7	1	1	1999	0	1	1	0	0
384	8	1	1	1999	0	1	1	0	0
432	9	1	1	1999	0	1	1	0	0
480	10	1	1	1998	0	2	2	0	0
528	11	1	1	1998	0	2	2	0	0
576	12	1	1	1998	0	2	2	0	0
624	13	1	1	1998	0	2	2	0	0
672	14	1	1	1998	0	2	2	0	0
720	15	1	1	1998	0	2	2	0	0
768	16	1	1	1998	0	2	2	0	0
816	17	1	1	1998	0	2	2	0	0
864	18	1	1	1998	0	2	2	0	0
912	19	1	1	1998	0	2	2	0	0
960	20	1	1	1998	0	2	2	0	0
1008	21	1	1	1998	0	2	2	0	0
1056	22	1	1	1998	0	2	2	0	0
1104	23	1	1	1998	0	2	2	0	0
1152	24	1	1	1998	0	2	2	0	0
1200	25	1	1	1998	0	2	2	0	0
1248	26	1	1	1998	0	2	2	0	0
1296	27	1	1	1998	0	2	2	0	0
1344	28	1	1	1998	0	2	2	0	0
1392	29	1	1	1998	0	2	2	0	0
1440	30	2	1	1998	0	0	0	0	0
1488	31	2	1	1998	0	0	0	0	0
1536	32	2	1	1998	0	0	0	0	0
1584	33	2	1	1998	0	0	0	0	0
1632	34	2	1	1998	0	0	0	0	0
1680	35	2	1	1998	0	0	0	0	0
1728	36	2	1	1998	0	0	0	0	0
1776	37	2	1	1998	0	0	0	0	0
1824	38	2	1	1998	0	0	0	0	0
1872	39	2	1	1998	0	0	0	0	0
1920	40	2	1	1998	0	0	0	0	0
1968	41	2	1	1998	0	0	0	0	0
2016	42	2	1	1998	0	0	0	0	0
2064	43	2	1	1998	0	0	0	0	0
2112	44	2	1	1998	0	0	0	0	0
2160	45	2	1	1998	0	0	0	0	0
2208	46	2	1	1998	0	0	0	0	0
2256	47	2	1	1998	0	0	0	0	0
2304	48	2	1	1998	0	0	0	0	0
2352	49	2	1	1998	0	0	0	0	0
2400	50	2	1	1998	0	0	0	0	0
2448	51	2	1	1998	0	0	0	0	0
2496	52	2	1	1998	0	0	0	0	0
2544	53	2	1	1998	0	0	0	0	0
2592	54	2	1	1998	0	0	0	0	0
2640	55	2	1	1998	0	0	0	0	0
2688	56	2	1	1998	0	0	0	0	0
2736	57	2	1	1998	0	0	0	0	0
2784	58	2	1	1998	0	0	0	0	0
2832	59	2	1	1998	0	0	0	0	0
2880	60	3	1	1998	0	0	0	0	0
2928	61	3	1	1998	0	0	0	0	0
2976	62	3	1	1998	0	0	0	0	0
3024	63	3	1	1998	0	0	0	0	0
3072	64	3	1	1998	0	0	0	0	0
3120	65	3	1	1998	0	0	0	0	0
3168	66	3	1	1998	0	0	0	0	0
3216	67	3	1	1998	0	0	0	0	0
3264	68	3	1	1998	0	0	0	0	0
3312	69	3	1	1998	0	0	0	0	0
3360	70	3	1	1998	0	0	0	0	0
3408	71	3	1	1998	0	0	0	0	0
3456	72	3	1	1998	0	0	0	0	0
3504	73	3	1	1998	0	0	0	0	0
3552	74	3	1	1998	0	0	0	0	0
3600	75	3	1	1998	0	0	0	0	0
3648	76	3	1	1998	0	0	0	0	0
3696	77	3	1	1998	0	0	0	0	0
3744	78	3	1	1998	0	0	0	0	0
3792	79	3	1	1998	0	0	0	0	0
3840	80	3	1	1998	0	0	0	0	0
3888	81	3	1	1998	0	0	0	0	0
3936	82	3	1	1998	0	0	0	0	0
3984	83	3	1	1998	0	0	0	0	0
4032	84	3	1	1998	0	0	0	0	0
4080	85	3	1	1998	0	0	0	0	0
4128	86	3	1	1998	0	0	0	0	0
4176	87	3	1	1998	0	0	0	0	0
4224	88	3	1	1998	0	0	0	0	0
4272	89	3	1	1998	0	0	0	0	0
4320	90	4	1	1998	0	0	0	0	0
4368	91	4	1	1998	0	0	0	0	0
4416	92	4	1	1998	0	0	0	0	0
4464	93	4	1	1998	0	0	0	0	0
4512	94	4	1	1998	0	0	0	0	0
4560	95	4	1	1998	0	0	0	0	0
4608	96	4	1	1997	0	1	1	0	0
4656	97	4	1	1997	0	1	1	0	0
4704	98	4	1	1997	0	1	1	0	0
4752	99	4	1	1997	0	1	1	0	0
4800	100	4	1	1997	0	1	1	0	0
4848	101	4	1	1997	0	1	1	0	0
4896	102	4	1	1997	0	1	1	0	0
4944	103	4	1	1997	0	1	1	0	0
4992	104	4	1	1997	0	1	1	0	0
5040	105	4	1	1997	0	1	1	0	0
5088	106	4	1	1997	0	1	1	0	0
5136	107	4	1	1997	0	1	1	0	0
5184	108	4	1	1997	0	1	1	0	0
5232	109	4	1	1997	0	1	1	0	0
5280	110	4	1	1997	0	1	1	0	0
5328	111	4	1	1997	0	1	1	0	0
5376	112	4	1	1997	0	1	1	0	0
5424	113	4	1	1997	0	1	1	0	0
5472	114	4	1	1997	0	1	1	0	0
5520	115	4	1	1997	0	1	1	0	0
5568	116	4	1	1997	0	1	1	0	0
5616	117	4	1	1997	0	1	1	0	0
5664	118	4	1	1997	0	1	1	0	0
5712	119	4	1	1997	0	1	1	0	0
5760	120	5	1	1997	0	0	0	0	0
5808	121	5	1	1997	0	0	0	0	0
5856	122	5	1	1997	0	0	0	0	0
5904	123	5	1	1996	0	1	1	0	0
5952	124	5	1	1996	0	1	1	0	0
6000	125	5	1	1996	0	1	1	0	0
6048	126	5	1	1996	0	1	1	0	0
6096	127	5	1	1996	0	1	1	0	0
6144	128	5	1	1995	0	2	2	0	0
6192	129	5	1	1995	0	2	2	0	0
6240	130	5	1	1995	0	2	2	0	0
6288	131	5	1	1995	0	2	2	0	0
6336	132	5	1	1995	0	2	2	0	0
6384	133	5	1	1995	0	2	2	0	0
6432	134	5	1	1995	0	2	2	0	0
6480	135	5	1	1995	0	2	2	0	0
6528	136	5	1	1995	0	2	2	0	0
6576	137	5	1	1995	0	2	2	0	0
6624	138	5	1	1995	0	2	2	0	0
6672	139	5	1	1995	0	2	2	0	0
6720	140	5	1	1995	0	2	2	0	0
6768	141	5	1	1995	0	2	2	0	0
6816	142	5	1	1995	0	2	2	0	0
6864	143	5	1	1995	0	2	2	0	0
6912	144	5	1	1995	0	2	2	0	0
6960	145	5	1	1995	0	2	2	0	0
7008	146	5	1	1995	0	2	2	0	0
7056	147	5	1	1995	0	2	2	0	0
7104	148	5	1	1995	0	2	2	0	0
7152	149	5	1	1995	0	2	2	0	0
7200	150	6	1	1995	0	0	0	0	0
7248	151	6	1	1995	0	0	0	0	0
7296	152	6	1	1995	0	0	0	0	0
7344	153	6	1	1995	0	0	0	0	0
7392	154	6	1	1995	0	0	0	0	0
7440	155	6	1	1995	0	0	0	0	0
7488	156	6	1	1995	0	0	0	0	0
7536	157	6	1	1995	0	0	0	0	0
7584	158	6	1	1995	0	0	0	0	0
7632	159	6	1	1995	0	0	0	0	0
7680	160	6	1	1995	0	0	0	0	0
7728	161	6	1	1995	0	0	0	0	0
7776	162	6	1	1995	0	0	0	0	0
7824	163	6	1	1995	0	0	0	0	0
7872	164	6	1	1995	0	0	0	0	0
7920	165	6	1	1995	0	0	0	0	0
7968	166	6	1	1995	0	0	0	0	0
8016	167	6	1	1995	0	0	0	0	0
8064	168	6	1	1995	0	0	0	0	0
8112	169	6	1	1995	0	0	0	0	0
8160	170	6	1	1995	0	0	0	0	0
8208	171	6	1	1995	0	0	0	0	0
8256	172	6	1	1995	0	0	0	0	0
8304	173	6	1	1995	0	0	0	0	0
8352	174	6	1	1995	0	0	0	0	0
8400	175	6	1	1995	0	0	0	0	0
8448	176	6	1	1995	0	0	0	0	0
8496	177	6	1	1995	0	0	0	0	0
8544	178	6	1	1995	0	0	0	0	0
8592	179	6	1	1995	0	0	0	0	0
8640	180	7	1	1995	0	0	0	0	0
8688	181	7	1	1995	0	0	0	0	0
8736	182	7	1	1995	0	0	0	0	0
8784	183	7	1	1995	0	0	0	0	0
8832	184	7	1	1995	0	0	0	0	0
8880	185	7	1	1995	0	0	0	0	0
8928	186	7	1	1995	0	0	0	0	0
8976	187	7	1	1995	0	0	0	0	0
9024	188	7	1	1995	0	0	0	0	0
9072	189	7	1	1995	0	0	0	0	0
9120	190	7	1	1995	0	0	0	0	0
9168	191	7	1	1995	0	0	0	0	0
9216	192	7	1	1995	0	0	0	0	0
9264	193	7	1	1995	0	0	0	0	0
9312	194	7	1	1995	0	0	0	0	0
9360	195	7	1	1995	0	0	0	0	0
9408	196	7	1	1995	0	0	0	0	0
9456	197	7	1	1995	0	0	0	0	0
9504	198	7	1	1995	0	0	0	0	0
9552	199	7	1	1995	0	0	0	0	0
9600	200	7	1	1995	0	0	0	0	0
9648	201	7	1	1995	0	0	0	0	0
9696	202	7	1	1995	0	0	0	0	0
9744	203	7	1	1995	0	0	0	0	0
9792	204	7	1	1995	0	0	0	0	0
9840	205	7	1	1995	0	0	0	0	0
9888	206	7	1	1995	0	0	0	0	0
9936	207	7	1	1995	0	0	0	0	0
9984	208	7	1	1995	0	0	0	0	0
10032	209	7	1	1995	0	0	0	0	0
10080	210	8	1	1995	0	0	0	0	0
10128	211	8	1	1995	0	0	0	0	0
10176	212	8	1	1995	0	0	0	0	0
10224	213	8	1	1995	0	0	0	0	0
10272	214	8	1	1995	0	0	0	0	0
10320	215	8	1	1995	0	0	0	0	0
10368	216	8	1	1995	0	0	0	0	0
10416	217	8	1	1995	0	0	0	0	0
10464	218	8	1	1995	0	0	0	0	0
10512	219	8	1	1995	0	0	0	0	0
10560	220	8	1	1995	0	0	0	0	0
10608	221	8	1	1994	0	1	1	0	0
10656	222	8	1	1994	0	1	1	0	0
10704	223	8	1	1994	0	1	1	0	0
10752	224	8	1	1994	0	1	1	0	0
10800	225	8	1	1994	0	1	1	0	0
10848	226	8	1	1994	0	1	1	0	0
10896	227	8	1	1994	0	1	1	0	0
10944	228	8	1	1994	0	1	1	0	0
10992	229	8	1	1994	0	1	1	0	0
11040	230	8	1	1994	0	1	1	0	0
11088	231	8	1	1994	0	1	1	0	0
11136	232	8	1	1994	0	1	1	0	0
11184	233	8	1	1994	0	1	1	0	0
11232	234	8	1	1994	0	1	1	0	0
11280	235	8	1	1994	0	1	1	0	0
11328	236	8	1	1994	0	1	1	0	0
11376	237	8	1	1994	0	1	1	0	0
11424	238	8	1	1994	0	1	1	0	0
11472	239	8	1	1994	0	1	1	0	0
11520	240	9	1	1994	0	0	0	0	0
11568	241	9	1	1993	0	1	1	0	0
11616	242	9	1	1993	0	1	1	0	0
11664	243	9	1	1993	0	1	1	0	0
11712	244	9	1	1993	0	1	1	0	0
11760	245	9	1	1993	0	1	1	0	0
11808	246	9	1	1993	0	1	1	0	0
11856	247	9	1	1993	0	1	1	0	0
11904	248	9	1	1993	0	1	1	0	0
11952	249	9	1	1993	0	1	1	0	0
12000	250	9	1	1993	0	1	1	0	0
12048	251	9	1	1993	0	1	1	0	0
12096	252	9	1	1993	0	1	1	0	0
12144	253	9	1	1993	0	1	1	0	0
12192	254	9	1	1993	0	1	1	0	0
12240	255	9	1	1993	0	1	1	0	0
12288	256	9	1	1993	0	1	1	0	0
12336	257	9	1	1993	0	1	1	0	0
12384	258	9	1	1993	0	1	1	0	0
12432	259	9	1	1993	0	1	1	0	0
12480	260	9	1	1993	0	1	1	0	0
12528	261	9	1	1993	0	1	1	0	0
12576	262	9	1	1993	0	1	1	0	0
12624	263	9	1	1993	0	1	1	0	0
12672	264	9	1	1993	0	1	1	0	0
12720	265	9	1	1993	0	1	1	0	0
12768	266	9	1	1993	0	1	1	0	0
12816	267	9	1	1993	0	1	1	0	0
12864	268	9	1	1993	0	1	1	0	0
12912	269	9	1	1993	0	1	1	0	0
12960	270	10	1	1993	0	0	0	0	0
13008	271	10	1	1993	0	0	0	0	0
13056	272	10	1	1993	0	0	0	0	0
13104	273	10	1	1993	0	0	0	0	0
13152	274	10	1	1993	0	0	0	0	0
13200	275	10	1	1993	0	0	0	0	0
13248	276	10	1	1993	0	0	0	0	0
13296	277	10	1	1993	0	0	0	0	0
13344	278	10	1	1993	0	0	0	0	0
13392	279	10	1	1993	0	0	0	0	0
13440	280	10	1	1993	0	0	0	0	0
13488	281	10	1	1993	0	0	0	0	0
13536	282	10	1	1993	0	0	0	0	0
13584	283	10	1	1992	0	1	1	0	0
13632	284	10	1	1992	0	1	1	0	0
13680	285	10	1	1992	0	1	1	0	0
13728	286	10	1	1992	0	1	1	0	0
13776	287	10	1	1992	0	1	1	0	0
13824	288	10	1	1992	0	1	1	0	0
13872	289	10	1	1992	0	1	1	0	0
13920	290	10	1	1992	0	1	1	0	0
13968	291	10	1	1992	0	1	1	0	0
14016	292	10	1	1992	0	1	1	0	0
14064	293	10	1	1992	0	1	1	0	0
14112	294	10	1	1992	0	1	1	0	0
14160	295	10	1	1992	0	1	1	0	0
14208	296	10	1	1992	0	1	1	0	0
14256	297	10	1	1992	0	1	1	0	0
14304	298	10	1	1992	0	1	1	0	0
14352	299	10	1	1992	0	1	1	0	0
14400	300	11	1	1992	0	0	0	0	0
14448	301	11	1	1992	0	0	0	0	0
14496	302	11	1	1992	0	0	0	0	0
14544	303	11	1	1992	0	0	0	0	0
14592	304	11	1	1992	0	0	0	0	0
14640	305	11	1	1992	0	0	0	0	0
14688	306	11	1	1992	0	0	0	0	0
14736	307	11	1	1992	0	0	0	0	0
14784	308	11	1	1992	0	0	0	0	0
14832	309	11	1	1992	0	0	0	0	0
14880	310	11	1	1992	0	0	0	0	0
14928	311	11	1	1992	0	0	0	0	0
14976	312	11	1	1992	0	0	0	0	0
15024	313	11	1	1992	0	0	0	0	0
15072	314	11	1	1992	0	0	0	0	0
15120	315	11	1	1992	0	0	0	0	0
15168	316	11	1	1992	0	0	0	0	0
15216	317	11	1	1992	0	0	0	0	0
15264	318	11	1	1992	0	0	0	0	0
15312	319	11	1	1992	0	0	0	0	0
15360	320	11	1	1992	0	0	0	0	0
15408	321	11	1	1992	0	0	0	0	0
15456	322	11	1	1992	0	0	0	0	0
15504	323	11	1	1992	0	0	0	0	0
15552	324	11	1	1992	0	0	0	0	0
15600	325	11	1	1992	0	0	0	0	0
15648	326	11	1	1992	0	0	0	0	0
15696	327	11	1	1992	0	0	0	0	0
15744	328	11	1	1992	0	0	0	0	0
15792	329	11	1	1992	0	0	0	0	0
